num_vehicles,distance,fitness
7.0,655.7139548881671,700.6557139548881
7.0,746.9735852487318,700.7469735852487
7.0,644.6637286536221,700.6446637286537
7.0,647.7268205943959,700.6477268205944
6.0,630.1940016408525,600.6301940016408
8.0,772.0817838979328,800.772081783898
7.0,672.2739962970536,700.672273996297
7.0,660.1067838725425,700.6601067838725
8.0,789.5383214564454,800.7895383214565
6.0,693.9964763232801,600.6939964763233
7.0,673.5353469611861,700.6735353469612
6.0,680.0448849682945,600.6800448849683
7.0,668.9372466704169,700.6689372466705
8.0,700.601652369042,800.7006016523691
5.0,676.4859438929481,500.67648594389294
7.0,682.5210392201074,700.6825210392201
11.0,879.9383248944498,1100.8799383248945
6.0,642.2000303696151,600.6422000303696
7.0,691.6222359283445,700.6916222359283
8.0,828.614084991803,800.8286140849918
8.0,729.6000548324631,800.7296000548324
